NDVI,NDWI,is_flood
0.6468483775963274,0.3375724476714799,True
0.6555642542359259,0.3364377841317624,True
0.6319397089756319,0.309779438401475,True
0.6319681189926152,0.31881226930254875,True
0.797247205696756,0.22599901636602526,True
0.7341296524826264,0.2586796695682541,True
0.7994199839729756,0.2189623820528765,True
0.8218066187718296,0.20075218718499926,True
0.6115979888852834,0.3696521515032402,True
0.6646491504426458,0.3199806950426802,True
0.609024977745491,0.3370571236311628,True
0.5964567294304155,0.34279292327587113,True
0.5868708450226205,0.3644647262233043,True
0.563508624589801,0.3880830501644228,True
0.5939710119694663,0.4010909445109781,True
0.6864839090120872,0.3321395957394247,True
0.6951638016025778,0.33767409762607553,True
0.8014860009409066,0.25399260410275454,True
0.387143894524565,0.538206471865133,True
0.5205060734653505,0.48573243984141196,True
0.5534338009050825,0.45330600792554154,True
0.6641199371374812,0.3530229960626525,True
0.7147183992801882,0.3037473648812258,True
0.484339796398933,0.4155647694253841,True
0.5108270891138511,0.39751291505068465,True
0.5130974570188335,0.4037545173947632,True
0.5720635752362974,0.36189584025739424,True
0.5944277468168285,0.33518339195424934,True
0.5612306752561783,0.341739925256285,True
0.5530424364638903,0.3389548959524298,True
0.5358422385066611,0.33759853495921466,True
0.6587535282747063,0.37145005355980826,True
0.6054875515006695,0.34613132332433455,False
0.8500174594232357,0.11970895615173135,False
0.8697840703268787,0.0957855428974802,False
0.772800980628604,0.18456181941432953,False
0.8711049951144256,0.09051595217606859,True
0.8635849114873042,0.09589851573754532,True
0.5886392135890457,0.37772513274861197,True
0.6993664106355386,0.27153006639983096,True
0.8608816932684528,0.08693697613873066,True
0.5855561666702708,0.31294762891180067,False
0.5701804116888133,0.3294044037396486,False
0.5868082501236025,0.3106403266099613,False
0.5846086780155894,0.30955026688065507,False
0.26346040412001387,0.8145906853893365,False
0.3269590622430367,0.7250100519750202,True
0.22566461590911108,0.8897907293055392,True
0.2903487535497209,0.8744801691339548,True
0.5549715247509065,0.39117087862504807,False
0.5025462917192428,0.4419796510102782,False
0.4860053370881068,0.47512156624555413,False
0.5125979972263754,0.4365606011109792,True
0.5653082836404929,0.37617652969800053,True
0.8363542070266348,0.16411276298284894,False
0.9331698114679876,0.062280300201896954,False
0.9223014775625196,0.06721976801937793,False
