NDVI,NDWI,is_flood
0.6468483775963274,0.3375724476714799,1
0.6555642542359259,0.3364377841317624,1
0.6319397089756319,0.309779438401475,1
0.6319681189926152,0.3188122693025487,1
0.797247205696756,0.2259990163660252,1
0.7341296524826264,0.2586796695682541,1
0.7994199839729756,0.2189623820528765,1
0.8218066187718296,0.2007521871849992,1
0.6115979888852834,0.3696521515032402,1
0.6646491504426458,0.3199806950426802,1
0.609024977745491,0.3370571236311628,1
0.5964567294304155,0.3427929232758711,1
0.5868708450226205,0.3644647262233043,1
0.563508624589801,0.3880830501644228,1
0.5939710119694663,0.4010909445109781,1
0.6864839090120872,0.3321395957394247,1
0.6951638016025778,0.3376740976260755,1
0.8014860009409066,0.2539926041027545,1
0.387143894524565,0.538206471865133,1
0.5205060734653505,0.4857324398414119,1
0.5534338009050825,0.4533060079255415,1
0.6641199371374812,0.3530229960626525,1
0.7147183992801882,0.3037473648812258,1
0.484339796398933,0.4155647694253841,1
0.5108270891138511,0.3975129150506846,1
0.5130974570188335,0.4037545173947632,1
0.5720635752362974,0.3618958402573942,1
0.5944277468168285,0.3351833919542493,1
0.5612306752561783,0.341739925256285,1
0.5530424364638903,0.3389548959524298,1
0.5358422385066611,0.3375985349592146,1
0.6587535282747063,0.3714500535598082,1
0.6054875515006695,0.3461313233243345,0
0.8500174594232357,0.1197089561517313,0
0.8697840703268787,0.0957855428974802,0
0.772800980628604,0.1845618194143295,0
0.8711049951144256,0.0905159521760685,1
0.8635849114873042,0.0958985157375453,1
0.5886392135890457,0.3777251327486119,1
0.6993664106355386,0.2715300663998309,1
0.8608816932684528,0.0869369761387306,1
0.5855561666702708,0.3129476289118006,0
0.5701804116888133,0.3294044037396486,0
0.5868082501236025,0.3106403266099613,0
0.5846086780155894,0.309550266880655,0
0.2634604041200138,0.8145906853893365,0
0.3269590622430367,0.7250100519750202,1
0.225664615909111,0.8897907293055392,1
0.2903487535497209,0.8744801691339548,1
0.5549715247509065,0.391170878625048,0
0.5025462917192428,0.4419796510102782,0
0.4860053370881068,0.4751215662455541,0
0.5125979972263754,0.4365606011109792,1
0.5653082836404929,0.3761765296980005,1
0.8363542070266348,0.1641127629828489,0
0.9331698114679876,0.0622803002018969,0
0.9223014775625196,0.0672197680193779,0
0.904969773407966,0.0778311707535416,1
0.9109768907157818,0.0652625445046028,1
0.7364540787630833,0.2334743961599489,1
0.501034934563369,0.4570611605165935,1
0.7769926529785935,0.1990427629161083,0
0.6683399982457915,0.3056863393957818,0
0.6532430694047399,0.3167538103029551,0
0.7629557219724455,0.2255786288977895,1
0.8150961881850063,0.1643340677599249,1
0.5491677241405397,0.3495921994287092,0
0.5513637582933362,0.350207892567249,0
0.5502644131060234,0.3451031202028808,0
0.5453501161584543,0.3472332284061986,0
0.5390399581070833,0.3512000955407242,0
0.5510562096878384,0.3350349241214561,0
0.5066217295654485,0.3757904949620345,0
0.4972016537703239,0.3760855900976742,0
0.4900178522354598,0.3866865287004274,1
0.610611568734413,0.3020369542292483,0
0.6087986587600752,0.2993787333578874,0
0.6097144711428171,0.3043074828992668,0
0.6194857964544487,0.3063928395374178,0
0.6442647089716614,0.2843821192281586,0
0.6677558278333561,0.2616683905043234,0
0.7926748984854841,0.1872894328361217,0
0.9136721733341472,0.0705327098140116,0
0.9084832605230968,0.0689406590709963,0
0.8892779170071535,0.0931407143463617,0
0.913298582897939,0.063531266669958,1
0.905544222709806,0.0656393858326135,1
0.5109971992400252,0.4586177636000891,1
0.8693460251800571,0.1017233352605604,1
0.5981657917556914,0.3607313833378409,1
0.6448518111476098,0.2923822847095018,0
0.6902245988757855,0.2479634943913803,0
0.7603609128735653,0.1620621468189902,0
0.6637834205334588,0.2674117953280426,0
0.7102596094225293,0.20303223787837,0
0.6673458658949207,0.2381029234727904,0
0.6855448650525788,0.1944921585755026,0
0.6279014787264076,0.2881506651054963,0
0.6778376996440023,0.2501726968424665,1
0.6377392426487739,0.3021589878800386,1
0.6455029271674776,0.2918264371208244,1
0.5898786662116041,0.2906790290894898,0
0.5899020101030334,0.2853839134012794,0
0.5778063474090827,0.3142347060255319,0
